# Iliadis et al. (2001, ApJS 134, 151), Tables 3-9: recommended reaction rates.
# Reformatted from ~/Documents/NuGrid/nuppn/bckup/NovaProject_0.2/references/iliadis2001_table03-09.dat
# (digitized from the paper's PDF tables) into ReacNetJl's per-reaction block format.
reaction: p ne20 -> na21 ; label: 20Ne(p,g)21Na ; table: 3 ; variant: standard
0.05 2.37e-21
0.06 1.25e-19
0.07 2.95e-18
0.08 4.0e-17
0.09 3.62e-16
0.1 2.41e-15
0.15 1.92e-12
0.2 1.28e-10
0.3 2.44e-8
0.4 6.59e-7
0.5 6.81e-6
0.6 4.02e-5
0.7 0.000165
0.8 0.00053
0.9 0.00142
1.0 0.00331
1.5 0.0644
2.0 0.407
3.0 3.99
4.0 16.5
5.0 44.7
6.0 95.0
7.0 172.0
8.0 280.0
9.0 419.0
10.0 591.0
end
reaction: p p28 -> s29 ; label: 28P(p,g)29S ; table: 6 ; variant: standard
1.5 118.0
2.0 260.0
3.0 588.0
4.0 905.0
5.0 1200.0
6.0 1470.0
7.0 1730.0
8.0 1970.0
9.0 2210.0
10.0 2430.0
end
reaction: p p29 -> s30 ; label: 29P(p,g)30S ; table: 6 ; variant: standard
0.01 9.87e-42
0.015 2.43e-35
0.02 2.6e-31
0.03 2.91e-26
0.04 4.41e-23
0.05 8.01e-21
0.06 4.22e-19
0.07 9.98e-18
0.08 1.36e-16
0.09 1.42e-15
0.1 2.07e-14
0.15 2.7e-9
0.2 1.1e-6
0.3 0.000403
0.4 0.00812
0.5 0.0547
0.6 0.208
0.7 0.558
0.8 1.18
0.9 2.14
1.0 3.47
1.5 15.3
2.0 36.5
3.0 93.2
4.0 155.0
5.0 217.0
6.0 277.0
7.0 334.0
8.0 387.0
9.0 438.0
10.0 485.0
end
reaction: p p30 -> s31 ; label: 30P(p,g)31S ; table: 6 ; variant: standard
0.3 0.0042
0.4 0.1
0.5 0.852
0.6 3.98
0.7 12.7
0.8 31.7
0.9 66.0
1.0 121.0
1.5 821.0
2.0 2300.0
3.0 6890.0
4.0 12400.0
5.0 17900.0
6.0 23100.0
7.0 27900.0
8.0 32300.0
9.0 36300.0
10.0 40000.0
end
reaction: p p31 -> s32 ; label: 31P(p,g)32S ; table: 6 ; variant: standard
0.01 2.31e-41
0.015 5.75e-35
0.02 6.2e-31
0.03 6.99e-26
0.04 1.11e-22
0.05 1.9e-19
0.06 2.24e-16
0.07 3.8e-14
0.08 1.76e-12
0.09 3.41e-11
0.1 3.61e-10
0.15 4.04e-7
0.2 2.75e-5
0.3 0.0091
0.4 0.216
0.5 1.55
0.6 6.04
0.7 16.2
0.8 34.3
0.9 61.9
1.0 99.6
1.5 439.0
2.0 1090.0
3.0 2730.0
4.0 4730.0
5.0 7110.0
6.0 9760.0
7.0 12500.0
8.0 14900.0
9.0 15800.0
10.0 16100.0
end
reaction: p p31 -> he4 si28 ; label: 31P(p,a)28Si ; table: 7 ; variant: standard
0.01 7.79e-44
0.015 2.13e-37
0.02 2.61e-33
0.03 3.86e-28
0.04 2.19e-24
0.05 1.13e-20
0.06 4.58e-18
0.07 3.71e-16
0.08 1.11e-14
0.09 1.69e-13
0.1 1.55e-12
0.15 3.67e-9
0.2 2.09e-6
0.3 0.00154
0.4 0.0482
0.5 0.561
0.6 3.63
0.7 14.9
0.8 44.1
0.9 105.0
1.0 217.0
1.5 3280.0
2.0 17100.0
3.0 131000.0
4.0 479000.0
5.0 1.29e6
6.0 2.82e6
7.0 5.23e6
8.0 8.23e6
9.0 1.12e7
10.0 1.27e7
end
reaction: p s30 -> cl31 ; label: 30S(p,g)31Cl ; table: 7 ; variant: standard
0.01 3.72e-45
0.015 1.78e-38
0.02 2.91e-34
0.03 5.52e-29
0.04 1.17e-25
0.05 2.71e-23
0.06 1.71e-21
0.07 5.4e-20
0.08 6.05e-18
0.09 9.19e-16
0.1 5.49e-14
0.15 1.04e-8
0.2 4.02e-6
0.3 0.00129
0.4 0.0204
0.5 0.0992
0.6 0.271
0.7 0.534
0.8 0.867
0.9 1.59
1.0 2.65
1.5 14.6
2.0 40.0
3.0 136.0
4.0 296.0
5.0 525.0
6.0 820.0
7.0 1180.0
8.0 1590.0
9.0 2050.0
10.0 2530.0
end
